Location,Rating,Comment,Transaction Date and Time,Transaction Value,feedback_id,,
Oamaru  ,5,The service and the friendly staff,22/10/2024 10:37:00 AM,$17.00,4977638,,
Papanui  ,5,Just the service / friendly staff and cafe not to crowded with space between your tables.,22/10/2024 8:49:00 AM,$9.60,4977643,,
Nelson ,5,"Ian knows his customers. Place is always clean, even when busy. Tea is loose leaf, (as opposed to bags), which is good. (The pot could be a bit bigger.) Scones and cakes are good.",22/10/2024 11:08:00 AM,$11.50,4977645,,
Dunedin  ,5,Very friendly guy serving,22/10/2024 9:36:00 AM,$5.30,4977648,,
Rotorua  ,5,The service from the staff was amazing. They are friendly and helpful and really nice.,22/10/2024 8:54:00 AM,$9.30,4977649,,
Gate Pa ,5,Great service,22/10/2024 8:46:00 AM,$5.30,4977650,,
Masterton  ,5,"friendly staff, nice coffee",22/10/2024 10:07:00 AM,$21.60,4977651,,
Botany ,5,I love their coffee is awesome ??,22/10/2024 9:29:00 AM,$29.30,4977654,,
Newtown,5,The Chai lattes are the best and the staff are very nice.,22/10/2024 12:33:00 PM,$5.00,4977656,,
Petone  ,5,The friendly and professional staff.,22/10/2024 10:42:00 AM,$0.00,4977659,,
New Lynn  ,5,Loved the new summer salad at my local ABCs. The flavours and freshness of the dish was spot on!,22/10/2024 9:58:00 AM,$49.50,4977663,,
Whakatane,5,The very very friendly service and great smiles from ALL the staff,22/10/2024 10:00:00 AM,$22.50,4977664,,
Marlborough  ,5,The food and the staff which i know very well now its my favourite place to go for anytime cuppa and a chat with the staff at Blenhiems cafe,22/10/2024 8:57:00 AM,$9.60,4977665,,
New Lynn  ,5,"Very happy with the location, service and food choices",21/10/2024 7:41:00 AM,$8.80,4977666,,
Manukau Centre,5,Coffee was to our liking.,22/10/2024 12:10:00 PM,$5.00,4977669,,
Manukau Centre,5,It is my fav and go to place. Enjoyed my brunch with my daughters visiting from Christchurch,22/10/2024 9:37:00 AM,$67.90,4977672,,
Nelson  ,5,great service friendly waitress and yummy food,21/10/2024 10:59:00 AM,$23.70,4977673,,
Palmerston Nth,5,"great coffee, food was yummy, I love the mince & cheese pies a real favorite.",22/10/2024 10:10:00 AM,$32.40,4977674,,
Invercargill,4,"My sandwich was very damp, too tightly wrapped in clingfilm, but tasty",22/10/2024 10:22:00 AM,$14.80,4977675,,
Cambridge  ,5,"Quick friendly service, good coffee and the kitchen knew ingredients to assist with allergy.",22/10/2024 11:46:00 AM,$15.50,4977676,,
Gate Pa ,3,"At 12.45pm there were no savory muffins and/or scones left - poor at that time of the day. Also there was only one outdoor umbrella up plus a staff member took the only shady table for their own lunch break - largely on her phone. The coffee was only warm - not like usual.
As regular ABCs Coffee users we feel the standard has slipped.",22/10/2024 11:46:00 AM,$13.00,4977678,,
Ferryhead,5,The service was polite and punctual.,22/10/2024 9:06:00 AM,$13.70,4977680,,
Ferryhead,5,Service,22/10/2024 11:46:00 AM,$28.80,4977681,,
Whakatane,5,Great friendly service,22/10/2024 7:41:00 AM,$16.80,4977682,,
Manukau  ,5,the people,22/10/2024 1:38:00 PM,$9.09,4977685,,
Palmerston Nth ,5,Always to a high standard food wise and the staff,22/10/2024 8:57:00 AM,$11.80,4977686,,
Nelson  ,5,"Great ambience, lovely staff and , by the way, the coffee and food are pretty good too",22/10/2024 11:05:00 AM,$29.00,4977689,,
Wanganui  ,5,Prompt service and very friendly staff,22/10/2024 11:58:00 AM,$18.00,4977691,,
Wanganui  ,5,The service and friendly staff.,22/10/2024 11:38:00 AM,$26.80,4977693,,
Petone  ,5,"Friendly staff, quick service, clean",22/10/2024 10:50:01 AM,$4.50,4977696,,
Bethlehem,5,This place has improved immensely. I would be very happy to recommend. The food is much better.,22/10/2024 10:55:00 AM,$10.10,4977697,,
Greymouth  ,5,Good coffee!,22/10/2024 12:41:00 PM,$33.30,4977698,,
Auckland Central,5,Friendly staff and good food,22/10/2024 9:34:00 AM,$9.40,4977703,,
Wellington central,5,"Lovely lady behind the counter, very polite and helpful. Great service",22/10/2024 12:11:00 PM,$8.50,4977705,,
Papanui  ,4,"eggs were nice but not quite hot enough, didn't know I had the option of hard yolk.",22/10/2024 8:57:00 AM,$11.50,4977706,,
Nelson ,5,Great iced chocolate,22/10/2024 9:37:00 AM,$6.00,4977707,,
Invercargill,5,STAFF WERE GOT,22/10/2024 2:51:00 PM,$0.00,4977708,,
New Lynn  ,4,More options in cabinet,22/10/2024 12:39:00 PM,$10.80,4977710,,
Whangarei  ,5,The selection of food and the excellent service. We also enjoyed the ambience of the cafe.,22/10/2024 9:41:00 AM,$5.90,4977713,,
Kapiti  ,5,"Friendly service, tasty food, good hot coffee.",22/10/2024 10:32:00 AM,$9.50,4977714,,
Te Awamutu  ,5,Cheerful and prompt service. Good coffee and great food.,22/10/2024 10:44:00 AM,$14.70,4977715,,
Nelson  ,5,"Good food, great coffee and service with a smile. Love this Cafe.",22/10/2024 10:58:00 AM,$30.40,4977717,,
Glen Innes,5,"Friendly helpful, efficient staff, fresh tasty food, great seating spaces",22/10/2024 5:36:00 AM,$16.00,4977719,,
Pakuranga,5,"Quality of food, great coffee and super friendly owners and staff",22/10/2024 2:22:00 PM,$47.40,4977722,,
Henderson  ,5,"To y has special needs, I am Carrie, his support worker. The staff remembered Tony’s order and made him feel welcome. He talks a lot and they always listen to him and his stories.",22/10/2024 10:17:00 AM,$10.30,4977723,,
Ruakura  ,5,"My friend and I meet up quite regularly at ABCs Ruakura to have a good chat. She has had a really tough time lately and while we tend to stay for quite sometime, albeit keeping an eye that there are some tables left for other customers, we have never felt that we have outstayed our welcome. Very much appreciated.",22/10/2024 9:59:00 AM,$10.00,4977728,,
Te Awamutu  ,5,Nice friendly staff and great food,22/10/2024 11:14:00 AM,$17.50,4977731,,
Petone  ,5,Quick friendly no hassle service and prompt delivery of our orders,22/10/2024 10:46:01 AM,$14.00,4977732,,
Domain,5,Today I received a free coffee for me and a friend because it is my birthday!! What a lovely reward!,22/10/2024 8:05:00 AM,$8.00,4977735,,
Pukekohe  ,5,"Helpful, friendly go out of there way to make your visit enjoyable",22/10/2024 10:19:00 AM,$26.00,4977737,,
Henderson  ,5,The food is always good and the atmosphere excellent. It is always relaxing particularly with so many lovely plants as well.,22/10/2024 11:16:00 AM,$9.80,4977738,,
Queenstown  ,5,"Pleasant staff.
Good food.
Nice surroundings looking out onto the plant nursery.",22/10/2024 10:58:00 AM,$0.00,4977742,,
London St,5,"Great customer service, friendly staff members who remembers my coffee order without me having to say anything.",21/10/2024 8:34:00 AM,$6.10,4977745,,
Bethlehem,4,Good question. Not sure. Maybe should be 5 stars!,22/10/2024 10:03:00 AM,$10.60,4977746,,
Ashburton ,5,G00,22/10/2024 8:40:00 AM,$11.20,4977749,,
Te Awamutu  ,4,A little more selection in the food cabinet.,22/10/2024 10:54:01 AM,$22.90,4977752,,
Botany ,5,Great quick service,21/10/2024 3:05:00 PM,$5.30,4977753,,
Warkworth  ,5,"Friendly welcome, quick service and they had my favourite - Caramel Frappe!",22/10/2024 11:41:00 AM,$16.00,4977754,,
Invercargill,5,Awesome staff and food,22/10/2024 2:04:00 PM,$17.10,4977758,,
Napier  ,5,the coffee,22/10/2024 9:38:00 AM,$10.80,4977759,,
Queenstown  ,5,"Very friendly service, bright, cheerful setting looking out onto the plants in the garden centre, great selection of food including vegetarian options??",22/10/2024 8:41:00 AM,$23.80,4977761,,
Palmerston Nth,5,"Coffee just how I like it.
Excellent service and choice of food",22/10/2024 10:45:00 AM,$10.30,4977764,,
Botany  ,5,"Great coffee, and friendly staff",22/10/2024 1:56:00 PM,$16.70,4977766,,
Kapiti  ,5,Good choice of food. comfortable seating with friends.,20/10/2024 10:32:00 AM,$12.00,4977768,,
Sylvia Park ,5,Great customer service always friendly,22/10/2024 6:34:00 AM,$13.85,4977769,,
Invercargill  ,4,Be a bit quicker,22/10/2024 11:16:00 AM,$42.10,4977770,,
Kapiti  ,5,It was was excellant very good food goodvery relaxed,22/10/2024 12:13:00 PM,$25.00,4977771,,
Albany ,5,Lovely friendly staff / great coffee & amazing caramel slice ~ thank you,22/10/2024 11:33:00 AM,$7.50,4977772,,
Sylvia Park ,5,"Great service, great coffee",22/10/2024 9:26:00 AM,$0.00,4977776,,
Invercargill,5,Lovely food,22/10/2024 11:58:00 AM,$18.30,4977777,,
Upper Hutt,5,"Great food choices, friendly staff and quick service",22/10/2024 10:57:00 AM,$29.50,4977780,,
Invercargill  ,4,Be more friendly,20/10/2024 8:48:00 AM,$10.60,4977781,,
Rotorua,5,The friendly staff...and the food is always excellent.,22/10/2024 11:04:00 AM,$50.50,4977782,,
Glen Innes,4,I never know whether I have enough points for a free coffee - they just keep accumulating. Will someone tell me ?,22/10/2024 7:33:00 AM,$5.30,4977786,,
Ferryhead,5,Excellent service excellent food can I ask that you arrange for visiting other sites you can cash in at your local site this does not happen at the moment,22/10/2024 11:04:00 AM,$22.50,4977791,,
Wanganui  ,5,Always get good service. Staff are excellent with Wade at the helm.,22/10/2024 10:50:01 AM,$13.30,4977793,,
Hastings  ,4,Coffee could have been a little hotter.,22/10/2024 9:10:00 AM,$19.30,4977794,,
New Lynn  ,5,the staff the coffee,22/10/2024 9:55:00 AM,$10.20,4977795,,
Richmond,5,I enjoyed my hot chocolate & scone this morning,22/10/2024 6:35:00 AM,$10.20,4977798,,
Bethlehem,4,Have more gluten free options ??,22/10/2024 12:24:00 PM,$8.50,4977799,,
Petone  ,5,Great quick service,22/10/2024 11:27:00 AM,$82.90,4977802,,
Invercargill  ,5,"The food is always delicious! The drinks are fab, from a relaxing yummy fruit tea to a delicious hot chocolate. The staff at invercargill M10 ABCs are just amazing always polite and friendly ??",22/10/2024 9:54:00 AM,$3.80,4977803,,
Greymouth  ,5,"Great service, friendly people.",22/10/2024 9:21:00 AM,$13.80,4977804,,
Queenstown  ,4,Have a better selection of starch-free foods and have contents lists readily available for cabinet food,22/10/2024 11:04:00 AM,$27.80,4977805,,
Invercargill  ,5,Friendly staff and great coffee,21/10/2024 9:38:00 AM,$9.90,4977806,,
Albany ,1,"22/10/20 10 to 1 o’clock we came for coffee and lunch ( out of the kitchen) we ordered and 40 minutes later we finally had our lunch, I completed about 10 past 1, they offered a second coffee, told us there was only 1 in the kitchen, I said that is not good enough. We normally have lunch ones a week at ABCs in Glenfield Mitre 10 store, which is spot on good, this Albany store is just terrible 
Regards Tony Strong",22/10/2024 11:45:00 AM,$53.00,4977808,,
Glenfield ,5,always friendly and great coffee,22/10/2024 8:28:00 AM,$9.30,4977811,,
Gisborne  ,4,Get the order right,22/10/2024 10:24:00 AM,$4.27,4977812,,
Sylvia Park ,5,Friendly staff,20/10/2024 6:59:00 AM,$0.00,4977813,,
Levin  ,3,"Please tell your lovely staff to not call us older ladies Dear and Sweety and Lovely, it is ridiculous, we do not like to be called that, we are customers not feeble old ladies for goodness sake.",22/10/2024 10:03:00 AM,$13.00,4977815,,
Papanui  ,5,"Good friendly, and quick service",22/10/2024 9:22:00 AM,$0.00,4977816,,
Wanganui  ,5,Always friendly service. And a yummy iced mocha..,22/10/2024 12:25:00 PM,$6.00,4977820,,
Manukau  ,5,"The staff and owner always recognise you and welcome you. Very appreciated, esp as my husband has special needs.",22/10/2024 11:58:00 AM,$16.74,4977821,,
Westgate  ,4,Today was great but previous visits to same place have been appalling,22/10/2024 3:01:00 PM,$24.50,4977823,,
Marlborough  ,4,Not our regular Sunday staff today Thursday.,22/10/2024 9:03:00 AM,$15.40,4977824,,
Papanui  ,5,A safe friendly enviroment (tables well spaced apart) friendly efficient staff and yummy food. No1 choice for coffee with friends.,22/10/2024 8:48:00 AM,$8.50,4977825,,
Wanganui  ,4,Nothing much!,22/10/2024 9:22:00 AM,$15.00,4977826,,
Whangarei  ,4,Better selection of cakes,22/10/2024 9:42:00 AM,$11.20,4977827,,
Richmond,5,"Friendly, welcoming staff, nice food and drinks",22/10/2024 9:08:00 AM,$15.00,4977828,,
Te Rapa  ,5,The food and service was very good,22/10/2024 8:45:00 AM,$14.00,4977830,,
Ferryhead,5,I really enjoy having a coffee at ABCs. Good choice of food and coffee is great and a nice atmosphere in the cafe.,19/10/2024 10:48:00 AM,$22.60,4977832,,
Invercargill,5,The very pleasant friendly staff??,22/10/2024 2:07:00 PM,$9.30,4977833,,
Taupo  ,5,"Smiley service, didn't have to wait too long, okay coffee and lovely setting in the garden of Mitre 10",22/10/2024 11:08:00 AM,$10.60,4977834,,
Nelson  ,5,"Friendly staff, great coffee ...we were in Mitre 10 and having just had pupil-dilating drops in my eyes, it was nice to sit inside out of the glare and share a coffee with my Uber driver aka husband. The birthday freebee was a bonus. Thank you ABCs",22/10/2024 9:26:00 AM,$0.00,4977836,,
Palmerston Nth,5,Super coffee and great cheese scones!,20/10/2024 10:22:00 AM,$9.50,4977838,,
Te Rapa  ,2,"Coffee quality is very mixed, it varies between the baristas. Sometimes it is undrinkable. The savoury scones are nice, but need less baking powder. I think it is rude that the size of the lasagne last time I was in was quite a bit smaller and had barely any meat sauce in it. It should also come with more salad on the side.",20/10/2024 10:34:00 AM,$0.00,4977839,,
Rangiora,4,"Less time waiting to be served in the first place.
Really friendly staff tho.",20/10/2024 9:40:00 AM,$18.80,4977840,,
Porirua  ,4,free food,22/10/2024 9:35:00 AM,$9.00,4977841,,
Williams Drive,5,I have always had excellent service by the staff at this location and they are very polite and professional in all they do for me and the other members of our organisation who meet every Tuesday at this location.,20/10/2024 7:26:00 AM,$5.30,4977845,,
Hastings  ,5,always great food and coffee,22/10/2024 10:36:00 AM,$12.50,4977846,,
Warkworth  ,5,Quick service with a smile and nice coffee.,22/10/2024 6:31:00 AM,$11.60,4977849,,
Oamaru  ,5,"Amazing team, delicious food, favorite plsce to be",22/10/2024 12:27:00 PM,$20.25,4977852,,
Petone  ,5,"Am always wowed, love this place, food great, staff fantastic & great coffe ??",22/10/2024 11:24:00 AM,$9.50,4977853,,
Nelson  ,5,I had a very tasty marshmallow cake that was so fresh light with a beautifully nalanced flavour & a nice iced coffee. The cafe seating options at mitre 10 add an extra layer to a really nice atmosphere,21/10/2024 10:10:00 AM,$11.20,4977854,,
Marlborough  ,5,"Great atmosphere, friendly faces, great coffee and fantastic food.",22/10/2024 11:04:00 AM,$16.00,4977855,,
Takanini  ,3,nice environment. good playground,21/10/2024 9:13:00 AM,$30.00,4977856,,
Timaru,5,Thoroughly enjoy the friendly welcoming Team & consistently great Coffee,21/10/2024 6:26:00 AM,$11.40,4977857,,
Westgate  ,5,Great beef burger,22/10/2024 11:08:00 AM,$77.00,4977858,,
Westgate  ,5,The taste of cuppuccino and the cakes are so fresh??,21/10/2024 2:28:01 PM,$20.10,4977859,,
Te Rapa  ,4,Probably nothing but no-one is perfect.,21/10/2024 11:26:00 AM,$28.80,4977862,,
Albany ,5,Always good service and always good coffee,22/10/2024 6:28:00 PM,$13.50,4977864,,
Henderson  ,4,The price of the food too hight,22/10/2024 10:55:00 AM,$12.00,4977867,,
Richmond,5,Pleasant baristas and great coffee,22/10/2024 9:46:00 AM,$5.00,4977869,,
Masterton  ,5,My wife doesn't eat much and really enjoys the little club sandwiches that no other coffee shop have. She also takes home the ca?rot cake muffins that are her favorite lunch. I enjoy the pizzas. Also we are always spoilt with the loverly ladies always make us feel welcome.,22/10/2024 9:14:00 AM,$23.90,4977870,,
Kapiti  ,5,Good servis,20/10/2024 10:53:01 AM,$0.00,4977871,,
Gate Pa ,5,Good service,20/10/2024 11:22:00 AM,$18.10,4977875,,
Botany  ,3,The coffee was OK but I've found the staff to be polite but not really 'engaged'. One gets the feeling that they're just doing a rather boring job and I'm an interruption to their day. They could do better!,22/10/2024 1:45:00 PM,$3.50,4977879,,
Takanini  ,5,"Always find the staff are very efficient and priced good
Great service",22/10/2024 9:38:00 AM,$4.30,4977880,,
Timaru,5,"Gr8 staff, gr8 food, gr8 coffees",21/10/2024 8:11:00 AM,$6.00,4977881,,
Porirua  ,5,Food and service amazing. I am gf and staff were very knowledgeable,22/10/2024 11:25:00 AM,$44.20,4977883,,
Wanganui  ,5,Friendly staff. ??,22/10/2024 12:08:00 PM,$51.40,4977886,,
Domain,5,"Middlemore ABCs, has friendly staff and the food displayed is always looks great and tempting.",19/10/2024 5:30:00 AM,$5.00,4977887,,
Invercargill,5,"Friendly staff, good food and coffee.",22/10/2024 1:40:00 PM,$9.30,4977893,,
Oamaru  ,5,"The friendly, smiling staff and the excellent coffee :)",22/10/2024 11:54:00 AM,$9.54,4977894,,
Invercargill  ,5,Always good coffee and food. Do not have to wait too long for food. Consistent.,22/10/2024 9:39:00 AM,$26.10,4977897,,
Papanui  ,4,I went to ABCs (Mitre10Mega Papanui) for the first time today-great ambience-scone and Cofee ok-but I asked for the scone to only have a few seconds in the mocrowave -it came out so hot i couldnt touch it-so cashier did not listen or take note,22/10/2024 9:02:00 AM,$9.30,4977899,,
Whakatane,4,The noise but thats normal in most cafes.,22/10/2024 9:53:00 AM,$17.00,4977900,,
Bethlehem,5,"The service,the variety of food.",22/10/2024 8:43:00 AM,$10.10,4977901,,
Gisborne  ,5,Service from staff amazing. Gentleman asked for Rewards card told me to have a good day. My coffee was made very quickly by young lady on way out i thanked her for delivering so fast The gentleman thanked me for taking the time to compliment a new staff member,21/10/2024 9:51:00 AM,$5.03,4977902,,
